iter	Logloss
256	0.3998760987
257	0.399751573
258	0.399585255
259	0.3993635399
260	0.3992523532
261	0.3990951841
262	0.3990478934
263	0.398919577
264	0.3987602262
265	0.3986511706
266	0.3984524599
267	0.3984002998
268	0.3983355007
269	0.3982308666
270	0.3981078776
271	0.3980417127
272	0.3979379977
273	0.3978400241
274	0.397711045
275	0.3975974671
276	0.3974224214
277	0.3972781055
278	0.3971828619
279	0.3970974967
280	0.3969252248
281	0.3968399517
282	0.3966496719
283	0.3965119993
284	0.3964410754
285	0.3963851181
286	0.3962940614
287	0.396239416
288	0.3961213115
289	0.3960389664
290	0.395907586
291	0.3957767236
292	0.3956839474
293	0.3953991177
294	0.3952604683
295	0.3951763051
296	0.3950827245
297	0.3950261342
298	0.3949428895
299	0.3948565651
300	0.3948539862
301	0.3947595316
302	0.3946184937
303	0.3943983659
304	0.3943052782
305	0.3941611843
306	0.3940847925
307	0.3939708396
308	0.3937669498
309	0.3936283237
310	0.3934684368
311	0.3933663592
312	0.393286893
313	0.393207997
314	0.3930239093
315	0.3928782858
316	0.3927960793
317	0.3926279686
318	0.3924819367
319	0.3924199317
320	0.3923424757
321	0.3922438227
322	0.3921842524
323	0.3920796385
324	0.3919870315
325	0.3918908582
326	0.3918055899
327	0.3916971654
328	0.3915224495
329	0.391414534
330	0.391243458
331	0.3909807226
332	0.390829143
333	0.3907592463
334	0.3905759185
335	0.3905208334
336	0.3903936183
337	0.3903843259
338	0.390291244
339	0.3901745129
340	0.3900316123
341	0.3897966541
342	0.3896210877
343	0.3895093233
344	0.3893264885
345	0.3892338664
346	0.3890540365
347	0.3889379181
348	0.3888249338
349	0.3887469927
350	0.3884971958
351	0.3883002464
352	0.388239337
353	0.3881487863
354	0.3880890746
355	0.3880436485
356	0.3879464753
357	0.3878778949
358	0.3877691946
359	0.3876184021
360	0.3873665643
361	0.3872468011
362	0.3871808823
363	0.3870723551
364	0.387024053
365	0.3869353492
366	0.3868409796
367	0.3867831527
368	0.3865803945
369	0.3864973991
370	0.3864026487
371	0.3862941449
372	0.3862257548
373	0.386128227
374	0.3860490008
375	0.3858090112
376	0.385598504
377	0.3854302211
378	0.3853034839
379	0.3852237704
380	0.3851611847
381	0.3850603198
382	0.3849615527
383	0.3848688007
384	0.3847799017
385	0.3846585121
386	0.3845902974
387	0.3844866884
388	0.3843322066
389	0.3842134952
390	0.3841263114
391	0.3839993763
392	0.3839291913
393	0.3838057654
394	0.3837395238
395	0.3836403578
396	0.3835224669
397	0.3833603317
398	0.3833006446
399	0.383196654
400	0.3831002248
401	0.3830244034
402	0.382854739
403	0.3828179881
404	0.3827458833
405	0.382644245
406	0.3825723334
407	0.3824979829
408	0.3824339455
409	0.3823614622
410	0.3822388947
411	0.3821961731
412	0.3821260871
413	0.3819465333
414	0.3818583962
415	0.3818136453
416	0.3817332628
417	0.3816458665
418	0.3815728958
419	0.3814591331
420	0.3813642576
421	0.381285751
422	0.3812173049
423	0.3811327376
424	0.3810784829
425	0.3809873446
426	0.3808933078
427	0.380735211
428	0.3806759968
429	0.3806015394
430	0.3804857096
431	0.380354605
432	0.3802779142
433	0.3801590433
434	0.3799879778
435	0.3798927269
436	0.3797858627
437	0.3797048549
438	0.3796332432
439	0.3795055548
440	0.3794351869
441	0.379331439
442	0.3792543282
443	0.3791563796
444	0.3789578558
445	0.3789050159
446	0.3787936289
447	0.3787331544
448	0.37863698
449	0.378575337
450	0.3784668041
451	0.3784041441
452	0.3782814429
453	0.3781128355
454	0.3780689199
455	0.3779911241
456	0.377916387
457	0.3778581132
458	0.3777900023
459	0.3776430939
460	0.3775262491
461	0.3774014486
462	0.3773327229
463	0.3771756282
464	0.377091176
465	0.3770413166
466	0.376968067
467	0.37680187
468	0.3766618946
469	0.3765627636
470	0.3763892727
471	0.3762991721
472	0.3761826995
473	0.3761135878
474	0.3759817117
475	0.3759175897
476	0.3758344175
477	0.3757269553
478	0.3756544819
479	0.3755939364
480	0.3754924013
481	0.3754016198
482	0.3752547646
483	0.3751524376
484	0.3750434072
485	0.3749490028
486	0.3748467038
487	0.3747464098
488	0.3746603045
489	0.37455947
490	0.3745009207
491	0.3744356302
492	0.3743494455
493	0.3742386403
494	0.3742013478
495	0.3740846202
496	0.3740091249
497	0.3739464645
498	0.3738573347
499	0.3737470697
500	0.3736431024
501	0.3735405902
502	0.3734579506
503	0.3733625213
504	0.3732993229
505	0.37325176
506	0.3731146757
507	0.3730506079
508	0.3729868908
509	0.3729429851
510	0.3728571022
511	0.3727649005
512	0.3726082216
513	0.3725707773
514	0.3724917571
515	0.3724445389
516	0.3723165448
517	0.372254989
518	0.3720837012
519	0.3720061763
520	0.371936615
521	0.3718897132
522	0.371779815
523	0.371657063
524	0.3715579234
525	0.3714415004
526	0.3713125188
527	0.3712155648
528	0.371138077
529	0.371068741
530	0.3710014445
531	0.3708902881
532	0.3707463912
533	0.3706504521
534	0.3704893114
535	0.3703461976
536	0.3701715914
537	0.3701020286
538	0.3699945135
539	0.36989622
540	0.3697548722
541	0.369599618
542	0.3695549104
543	0.36948745
544	0.3694514938
545	0.3693713601
546	0.369233639
547	0.369095397
548	0.3689825011
549	0.368898114
550	0.368798059
551	0.3687333214
552	0.3686541954
553	0.3685936865
554	0.3685220833
555	0.368457473
556	0.3684045613
557	0.368332456
558	0.3682729495
559	0.3682262703
560	0.3681676552
561	0.3681000216
562	0.3679941712
563	0.3679290989
564	0.367790309
565	0.3677190729
566	0.3676651988
567	0.3675743797
568	0.3675292951
569	0.3674619456
570	0.3673778371
571	0.3673134963
572	0.3672511352
573	0.3672070428
574	0.3670474203
575	0.3669629196
576	0.3669033287
577	0.3668464589
578	0.3667702799
579	0.3666264139
580	0.366487086
581	0.3663542392
582	0.3662267467
583	0.3660824059
584	0.3659608114
585	0.3658229635
586	0.3657032812
587	0.3656174653
588	0.3655216943
589	0.365429218
590	0.3653987632
591	0.3653362621
592	0.3652528736
593	0.3651229185
594	0.3650167961
595	0.3648482042
596	0.3646625088
597	0.3645343764
598	0.3644519403
599	0.3643339118
600	0.3642451709
601	0.3642092746
602	0.364130242
603	0.364018481
604	0.3639611401
605	0.3639057265
606	0.3638475973
607	0.3637965682
608	0.3636905451
609	0.3635775856
610	0.3634578902
611	0.3632995435
612	0.3631888447
613	0.3630634845
614	0.3630031755
615	0.3629757892
616	0.3629364763
617	0.3628422461
618	0.3626806987
619	0.3625557589
620	0.3624770698
621	0.3623909072
622	0.3623426629
623	0.3622905394
624	0.3622204444
625	0.3620980629
626	0.3620138561
627	0.3618945322
628	0.361820275
629	0.3617527069
630	0.361656842
631	0.3615565727
632	0.361480285
633	0.361398947
634	0.3613685724
635	0.3612500466
636	0.3611539019
637	0.3610559508
638	0.3610042441
639	0.3609586095
640	0.3608831943
641	0.3608579286
642	0.360722145
643	0.3605957721
644	0.3605199756
645	0.3604549066
646	0.3604302271
647	0.3603958269
648	0.3603164098
649	0.3601467057
650	0.3601010834
651	0.3599759173
652	0.3598699443
653	0.359753345
654	0.3596339433
655	0.3595447905
656	0.3594667445
657	0.3594028487
658	0.3592848486
659	0.3592472788
660	0.359177195
661	0.3591098443
662	0.3590599119
663	0.3590050297
664	0.3589792862
665	0.3588531478
666	0.3587900604
667	0.3587396665
668	0.3585919924
669	0.3585494948
670	0.3585080968
671	0.3584670104
672	0.3583780256
673	0.3582966756
674	0.358223553
675	0.3581425173
676	0.3579971496
677	0.357849065
678	0.3577816112
679	0.357689922
680	0.3576438675
681	0.3575926248
682	0.3575114222
683	0.3574294413
684	0.3573410137
685	0.3572632316
686	0.3572301778
687	0.3570916936
688	0.3570568585
689	0.3569890513
690	0.3568859078
691	0.3568178625
692	0.3567235695
693	0.3566286472
694	0.3565432939
695	0.3564321626
696	0.3563422892
697	0.3562760859
698	0.3560921856
699	0.3559760984
700	0.3559156507
701	0.3558768673
702	0.3557863137
703	0.3557017348
704	0.3556224566
705	0.3555313594
706	0.3554220537
707	0.3553849806
708	0.3553072977
709	0.3552212622
710	0.3551294502
711	0.3550687164
712	0.3550206298
713	0.3549830399
714	0.3549273796
715	0.3548922642
716	0.3548532375
717	0.3547757973
718	0.3546855875
719	0.3546178862
720	0.354527733
721	0.3543939029
722	0.3542766995
723	0.3542232616
724	0.3541222192
725	0.3540742827
726	0.3539890302
727	0.3539358864
728	0.3538772147
729	0.3538179979
730	0.3537790855
731	0.3536632973
732	0.3535712379
733	0.3534329627
734	0.3533764572
735	0.3533345099
736	0.3532306433
737	0.3531950158
738	0.3531371405
739	0.3530817242
740	0.3530252653
741	0.3529393206
742	0.3527995706
743	0.3527444649
744	0.3526996859
745	0.352569012
746	0.3525018951
747	0.3524187927
748	0.3523206031
749	0.3522852604
750	0.3521577063
751	0.3519928065
752	0.3519180659
753	0.3518182322
754	0.3517273252
755	0.3516875917
756	0.3516192556
757	0.3515286789
758	0.3514858167
759	0.3514600546
760	0.3513390563
761	0.3513077174
762	0.3512334387
763	0.3511215797
764	0.3510520047
765	0.3509277291
766	0.350781382
767	0.3506594648
768	0.3505396419
769	0.3504499908
770	0.3503747647
771	0.3503370744
772	0.3502737279
773	0.3501645407
774	0.3500444085
775	0.3499328065
776	0.3498851152
777	0.3498235487
778	0.3497454676
779	0.3496307167
780	0.349543119
781	0.3494621111
782	0.349381783
783	0.349325769
784	0.3492035182
785	0.349176676
786	0.3491312963
787	0.349010369
788	0.3488959671
789	0.3487578125
790	0.348699701
791	0.3485866793
792	0.3485262929
793	0.3484496265
794	0.3483530921
795	0.3483177094
796	0.3482493825
797	0.3481503044
798	0.3481068206
799	0.3480118839
800	0.3479627121
801	0.3478121677
802	0.3477693606
803	0.3476748491
804	0.3475723132
805	0.347469909
806	0.3473395163
807	0.3472768837
808	0.3471992062
809	0.3471193851
810	0.3470136155
811	0.346934064
812	0.3468467054
813	0.3467922734
814	0.3466906204
815	0.3466147081
816	0.3465760338
817	0.3465341649
818	0.3464874406
819	0.3464047432
820	0.3462712934
821	0.3461654784
822	0.3461006711
823	0.3460484026
824	0.3459677497
825	0.3459324278
826	0.3458679205
827	0.3457737541
828	0.3456786811
829	0.3456176588
830	0.3455492932
831	0.3454753853
832	0.3454039678
833	0.3452385753
834	0.3451630198
835	0.3451231817
836	0.3450553799
837	0.3450215868
838	0.3449164256
839	0.3447615192
840	0.3446688023
841	0.3445965312
842	0.344521868
843	0.3444526342
844	0.3443846332
845	0.3442731917
846	0.3441661719
847	0.3440929728
848	0.3440347423
849	0.3439628348
850	0.3438688539
851	0.3437628247
852	0.3436845298
853	0.3436398736
854	0.3435911605
855	0.3434995825
856	0.3434290527
857	0.3433607154
858	0.3433229056
859	0.3432588113
860	0.3432260774
861	0.3431365475
862	0.3430792005
863	0.3429308528
864	0.3428294486
865	0.3427032012
866	0.3426390448
867	0.3425928286
868	0.3425097393
869	0.3424278408
870	0.3423272823
871	0.3422874193
872	0.3422227211
873	0.3421426254
874	0.342044463
875	0.3419790572
876	0.3419206492
877	0.3418691149
878	0.3417718295
879	0.3416659594
880	0.3416278246
881	0.3415631852
882	0.3415400587
883	0.3414648193
884	0.3413857482
885	0.3413290865
886	0.3412449913
887	0.3411746092
888	0.3411610607
889	0.3410874527
890	0.341028701
891	0.340975049
892	0.3409039645
893	0.3408482559
894	0.340767786
895	0.3407114457
896	0.3406484724
897	0.3405520157
898	0.3405323591
899	0.3404977818
900	0.3404028408
901	0.3402597026
902	0.3401609753
903	0.3400954742
904	0.3400453038
905	0.3399832719
906	0.3399291783
907	0.339884793
908	0.3398403894
909	0.3397888357
910	0.3397187505
911	0.3396768724
912	0.3395975983
913	0.3395489721
914	0.3394713072
915	0.3394027221
916	0.3393411954
917	0.3392510989
918	0.3391644737
919	0.339063424
920	0.3389921712
921	0.338873431
922	0.3387794986
923	0.3387055032
924	0.3386658925
925	0.3386083264
926	0.3385296002
927	0.3384842068
928	0.3384656801
929	0.3383970671
930	0.3383461806
931	0.3382715313
932	0.3381451645
933	0.3380732555
934	0.3380407024
935	0.3379856151
936	0.3379445406
937	0.3378468993
938	0.3378036759
939	0.3377617283
940	0.3376934794
941	0.3376658017
942	0.3375948922
943	0.3374756401
944	0.3374458293
945	0.3373745109
946	0.3373090064
947	0.3371953344
948	0.3371467172
949	0.3370933707
950	0.3370537805
951	0.3369626561
952	0.3368817815
953	0.3367674484
954	0.3367290571
955	0.336633121
956	0.3365682402
957	0.3365327361
958	0.3364437281
959	0.3363412403
960	0.3362892334
961	0.3362145092
962	0.3361408582
963	0.3361199695
964	0.3361006613
965	0.3360519037
966	0.3360047743
967	0.3358904034
968	0.3358340518
969	0.3357779811
970	0.3356973555
971	0.3356150396
972	0.3355549511
973	0.335463639
974	0.3353822271
975	0.3353367536
976	0.3352181807
977	0.3351787184
978	0.3350808582
979	0.3350193531
980	0.3349339061
981	0.3348704876
982	0.334823409
983	0.3346965402
984	0.3346183849
985	0.3345721764
986	0.3345217803
987	0.3344282996
988	0.3343416326
989	0.3342717877
990	0.3341938574
991	0.3340901131
992	0.3340641941
993	0.3340167843
994	0.333906276
995	0.3338385554
996	0.333755711
997	0.333710914
998	0.3336173836
999	0.3335904436
